url;surface;price;firstPubDate;isPro;travelTime;energyGrade;gesGrade
https://www.leboncoin.fr/ventes_immobilieres/1549223748.htm/;15.0;69000.0;Sun Jan 06 19:30:06 CET 2019;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1539699122.htm/;70.0;130000.0;Sat Dec 15 15:07:35 CET 2018;false;0.0;D;D
https://www.leboncoin.fr/ventes_immobilieres/1548931634.htm/;52.0;170000.0;Sun Jan 06 12:32:22 CET 2019;false;0.0;D;N
https://www.leboncoin.fr/ventes_immobilieres/1548789443.htm/;59.0;215000.0;Sun Jan 06 09:38:31 CET 2019;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1548665239.htm/;43.0;25000.0;Sat Jan 05 19:14:56 CET 2019;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1548641591.htm/;45.0;119000.0;Sat Jan 05 18:37:27 CET 2019;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1547561543.htm/;44.0;125000.0;Thu Jan 03 17:50:48 CET 2019;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1548075412.htm/;70.0;159000.0;Fri Jan 04 18:10:14 CET 2019;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1547968469.htm/;72.0;200000.0;Fri Jan 04 15:16:12 CET 2019;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1518354542.htm/;83.0;280000.0;Fri Jan 04 10:07:05 CET 2019;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1547695174.htm/;0.0;190500.0;Thu Jan 03 22:21:26 CET 2019;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1547628678.htm/;50.0;89000.0;Thu Jan 03 19:44:24 CET 2019;false;0.0;E;E
https://www.leboncoin.fr/ventes_immobilieres/1547607437.htm/;43.0;140000.0;Thu Jan 03 19:04:53 CET 2019;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1547490853.htm/;65.0;180000.0;Thu Jan 03 15:51:27 CET 2019;false;0.0;C;B
https://www.leboncoin.fr/ventes_immobilieres/1547464142.htm/;40.0;98000.0;Thu Jan 03 15:04:50 CET 2019;false;0.0;E;F
https://www.leboncoin.fr/ventes_immobilieres/1547423682.htm/;37.0;145000.0;Thu Jan 03 13:52:44 CET 2019;false;0.0;E;C
https://www.leboncoin.fr/ventes_immobilieres/1547123151.htm/;48.0;169900.0;Wed Jan 02 19:22:23 CET 2019;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1546968842.htm/;50.0;150000.0;Wed Jan 02 15:23:07 CET 2019;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1546817015.htm/;90.0;130000.0;Wed Jan 02 11:04:10 CET 2019;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1546521122.htm/;130.0;630000.0;Tue Jan 01 14:45:19 CET 2019;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1546248273.htm/;104.0;340000.0;Mon Dec 31 13:18:30 CET 2018;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1545833526.htm/;28.0;98000.0;Sun Dec 30 14:34:26 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1510556803.htm/;175.0;485000.0;Sat Dec 29 19:05:13 CET 2018;false;0.0;C;A
https://www.leboncoin.fr/ventes_immobilieres/1545381441.htm/;33.0;145000.0;Sat Dec 29 13:52:40 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1545223847.htm/;90.0;380000.0;Sat Dec 29 08:19:59 CET 2018;false;0.0;B;C
https://www.leboncoin.fr/ventes_immobilieres/1544993792.htm/;350.0;465000.0;Fri Dec 28 15:59:54 CET 2018;false;0.0;E;C
https://www.leboncoin.fr/ventes_immobilieres/1544607634.htm/;63.0;259000.0;Thu Dec 27 18:00:37 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1544432018.htm/;62.0;134000.0;Thu Dec 27 12:14:03 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1544200077.htm/;44.0;150000.0;Wed Dec 26 18:57:47 CET 2018;false;0.0;C;N
https://www.leboncoin.fr/ventes_immobilieres/1447197596.htm/;69.0;239000.0;Wed Dec 26 12:29:10 CET 2018;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1544005685.htm/;63.0;235000.0;Wed Dec 26 12:20:32 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1512423407.htm/;160.0;580000.0;Wed Dec 26 09:13:07 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1543847634.htm/;41.0;120000.0;Tue Dec 25 20:51:10 CET 2018;false;0.0;C;C
https://www.leboncoin.fr/ventes_immobilieres/1543837203.htm/;42.0;139500.0;Tue Dec 25 20:08:55 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1543567097.htm/;35.0;139000.0;Mon Dec 24 15:34:36 CET 2018;false;0.0;E;C
https://www.leboncoin.fr/ventes_immobilieres/1543526684.htm/;793.0;110000.0;Mon Dec 24 12:55:27 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1543336136.htm/;57.0;171000.0;Sun Dec 23 18:38:34 CET 2018;false;0.0;E;B
https://www.leboncoin.fr/ventes_immobilieres/1541881557.htm/;130.0;520000.0;Wed Dec 19 22:51:31 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1451803369.htm/;70.0;189500.0;Wed Dec 19 21:35:08 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1541604596.htm/;42.0;135000.0;Wed Dec 19 12:22:12 CET 2018;false;0.0;D;A
https://www.leboncoin.fr/ventes_immobilieres/1541512465.htm/;45.0;90000.0;Wed Dec 19 09:11:21 CET 2018;false;0.0;C;C
https://www.leboncoin.fr/ventes_immobilieres/1541418255.htm/;29.0;89900.0;Tue Dec 18 22:02:43 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1541203413.htm/;110.0;369000.0;Tue Dec 18 13:57:16 CET 2018;false;0.0;C;C
https://www.leboncoin.fr/ventes_immobilieres/1540872561.htm/;60.0;175000.0;Mon Dec 17 18:01:13 CET 2018;false;0.0;C;C
https://www.leboncoin.fr/ventes_immobilieres/1540827926.htm/;28.0;110000.0;Mon Dec 17 16:34:53 CET 2018;false;0.0;D;C
https://www.leboncoin.fr/ventes_immobilieres/1540135089.htm/;67.0;305000.0;Sun Dec 16 12:34:07 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1540080138.htm/;72.0;180000.0;Sun Dec 16 11:00:50 CET 2018;false;0.0;B;C
https://www.leboncoin.fr/ventes_immobilieres/1504523367.htm/;150.0;375000.0;Sat Dec 15 10:48:12 CET 2018;false;0.0;D;C
https://www.leboncoin.fr/ventes_immobilieres/1539559276.htm/;75.0;268000.0;Sat Dec 15 10:30:05 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1539558265.htm/;34.0;79000.0;Sat Dec 15 10:28:26 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1539451014.htm/;39.0;130000.0;Sat Dec 15 01:26:33 CET 2018;false;0.0;B;B
https://www.leboncoin.fr/ventes_immobilieres/1539319234.htm/;41.0;139500.0;Fri Dec 14 22:04:33 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1539302445.htm/;67.0;170000.0;Fri Dec 14 17:51:22 CET 2018;false;0.0;E;C
https://www.leboncoin.fr/ventes_immobilieres/1529330979.htm/;67.0;162000.0;Sun Nov 25 13:24:44 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1532525242.htm/;83.0;95000.0;Sat Dec 01 12:03:32 CET 2018;false;0.0;E;F
https://www.leboncoin.fr/ventes_immobilieres/1506862122.htm/;145.0;390000.0;Thu Dec 13 19:01:32 CET 2018;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1538759965.htm/;125.0;435000.0;Thu Dec 13 15:21:24 CET 2018;false;0.0;C;A
